Pokemon,Location,Encounter Method,Level Range,Encounter Rate
Pidgey,Route12,Walking/Grass,23,21
Pidgey,Route12,Walking/Grass,25,21
Pidgey,Route12,Walking/Grass,27,21
Pidgey,Route12,Walking/Grass,23,21
Pidgey,Route12,Walking/Grass,23,21
Pidgey,Route13,Walking/Grass,27,21
Pidgey,Route13,Walking/Grass,25,21
Pidgey,Route14,Walking/Grass,27,21
Pidgey,Route15,Walking/Grass,27,21
Pidgey,Route15,Walking/Grass,25,21
Pidgey,Route24,Walking/Grass,11,21
Pidgey,Route24,Walking/Grass,13,21
Pidgey,Route25,Walking/Grass,13,21
Pidgey,Route25,Walking/Grass,11,21
Pikachu,Viridian Forest,Walking/Grass,3,14
Pikachu,Viridian Forest,Walking/Grass,5,14
Pikachu,Power Plant,Walking/Grass,22,7
Pikachu,Power Plant,Walking/Grass,24,7
Pikachu,Power Plant,Walking/Grass,26,7
Pikachu,Power Plant,Walking/Grass,26,7
Pikachu,Route10,Walking/Grass,14,21
Pikachu,Viridian Forest,Walking/Grass,3,14
Pikachu,Viridian Forest,Walking/Grass,5,14
Pikachu,Power Plant,Walking/Grass,22,7
Pikachu,Power Plant,Walking/Grass,24,7
Pikachu,Power Plant,Walking/Grass,26,7
Pikachu,Power Plant,Walking/Grass,26,7
Pineco,Six Island Altering Cave,Walking/Grass,23,5
Pineco,Six Island Altering Cave,Walking/Grass,25,5
Pineco,Six Island Altering Cave,Walking/Grass,22,5
Pineco,Six Island Altering Cave,Walking/Grass,27,5
Pineco,Six Island Altering Cave,Walking/Grass,23,5
Pineco,Six Island Altering Cave,Walking/Grass,25,5
Pineco,Six Island Altering Cave,Walking/Grass,29,5
Pineco,Six Island Altering Cave,Walking/Grass,19,5
Pineco,Six Island Altering Cave,Walking/Grass,21,5
Pineco,Six Island Altering Cave,Walking/Grass,27,5
Pineco,Six Island Altering Cave,Walking/Grass,21,5
Pineco,Six Island Altering Cave,Walking/Grass,27,5
Pineco,Six Island Altering Cave,Walking/Grass,23,7
Pineco,Six Island Altering Cave,Walking/Grass,25,7
Pineco,Six Island Altering Cave,Walking/Grass,22,7
Pineco,Six Island Altering Cave,Walking/Grass,27,7
Pineco,Six Island Altering Cave,Walking/Grass,23,7
Pineco,Six Island Altering Cave,Walking/Grass,25,7
Pineco,Six Island Altering Cave,Walking/Grass,29,7
Pineco,Six Island Altering Cave,Walking/Grass,19,7
Pineco,Six Island Altering Cave,Walking/Grass,21,7
Pineco,Six Island Altering Cave,Walking/Grass,27,7
Pineco,Six Island Altering Cave,Walking/Grass,21,7
Pineco,Six Island Altering Cave,Walking/Grass,27,7
Pinsir,Safari Zone Center,Walking/Grass,23,21
Pinsir,Safari Zone East,Walking/Grass,28,21
Poliwag,Safari Zone Center,Fishing (Unknown Rod),5-15,20
Poliwag,Safari Zone East,Fishing (Unknown Rod),5-15,20
Poliwag,Safari Zone North,Fishing (Unknown Rod),5-15,20
Poliwag,Safari Zone West,Fishing (Unknown Rod),5-15,20
Poliwag,Cerulean Cave 1F,Fishing (Unknown Rod),5-15,20
Poliwag,Cerulean Cave 1F,Fishing (Unknown Rod),15-25,20
Poliwag,Cerulean Cave B1F,Fishing (Unknown Rod),5-15,20
Poliwag,Cerulean Cave B1F,Fishing (Unknown Rod),15-25,20
Poliwag,Three Island Berry Forest,Fishing (Unknown Rod),5-15,20
Poliwag,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5-15,20
Poliwag,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),15-25,20
Poliwag,Two Island Cape Brink,Fishing (Unknown Rod),5-15,20
Poliwag,Two Island Cape Brink,Fishing (Unknown Rod),15-25,20
Poliwag,Six Island Ruin Valley,Fishing (Unknown Rod),5-15,20
Poliwag,Six Island Ruin Valley,Fishing (Unknown Rod),15-25,20
Poliwag,Route6,Fishing (Unknown Rod),5-15,20
Poliwag,Route6,Fishing (Unknown Rod),15-25,20
Poliwag,Route22,Fishing (Unknown Rod),5-15,20
Poliwag,Route22,Fishing (Unknown Rod),15-25,20
Poliwag,Route23,Fishing (Unknown Rod),5-15,20
Poliwag,Route23,Fishing (Unknown Rod),15-25,20
Poliwag,Route25,Fishing (Unknown Rod),5-15,20
Poliwag,Route25,Fishing (Unknown Rod),15-25,20
Poliwag,Viridian City,Fishing (Unknown Rod),3-5,10
Poliwag,Viridian City,Fishing (Unknown Rod),3-6,10
Poliwag,Viridian City,Fishing (Unknown Rod),4-6,10
Poliwag,Fuchsia City,Fishing (Unknown Rod),5-15,10
Poliwag,Four Island,Fishing (Unknown Rod),5-15,20
Poliwag,Four Island,Fishing (Unknown Rod),15-25,20
Poliwag,Safari Zone Center,Fishing (Unknown Rod),5-15,20
Poliwag,Safari Zone East,Fishing (Unknown Rod),5-15,20
Poliwag,Safari Zone North,Fishing (Unknown Rod),5-15,20
Poliwag,Safari Zone West,Fishing (Unknown Rod),5-15,20
Poliwag,Cerulean Cave 1F,Fishing (Unknown Rod),5-15,20
Poliwag,Cerulean Cave 1F,Fishing (Unknown Rod),15-25,20
Poliwag,Cerulean Cave B1F,Fishing (Unknown Rod),5-15,20
Poliwag,Cerulean Cave B1F,Fishing (Unknown Rod),15-25,20
Poliwag,Three Island Berry Forest,Fishing (Unknown Rod),5-15,20
Poliwag,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),5-15,20
Poliwag,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),15-25,20
Poliwag,Two Island Cape Brink,Fishing (Unknown Rod),5-15,20
Poliwag,Two Island Cape Brink,Fishing (Unknown Rod),15-25,20
Poliwag,Six Island Ruin Valley,Fishing (Unknown Rod),5-15,20
Poliwag,Six Island Ruin Valley,Fishing (Unknown Rod),15-25,20
Poliwag,Route6,Fishing (Unknown Rod),5-15,20
Poliwag,Route6,Fishing (Unknown Rod),15-25,20
Poliwag,Route22,Fishing (Unknown Rod),5-15,20
Poliwag,Route22,Fishing (Unknown Rod),15-25,20
Poliwag,Route23,Fishing (Unknown Rod),5-15,20
Poliwag,Route23,Fishing (Unknown Rod),15-25,20
Poliwag,Route25,Fishing (Unknown Rod),5-15,20
Poliwag,Route25,Fishing (Unknown Rod),15-25,20
Poliwag,Viridian City,Fishing (Unknown Rod),3-5,10
Poliwag,Viridian City,Fishing (Unknown Rod),3-6,10
Poliwag,Viridian City,Fishing (Unknown Rod),4-6,10
Poliwag,Fuchsia City,Fishing (Unknown Rod),5-15,10
Poliwag,Four Island,Fishing (Unknown Rod),5-15,20
Poliwag,Four Island,Fishing (Unknown Rod),15-25,20
Poliwhirl,Cerulean Cave 1F,Fishing (Unknown Rod),20-30,20
Poliwhirl,Cerulean Cave B1F,Fishing (Unknown Rod),20-30,20
Poliwhirl,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),20-30,20
Poliwhirl,Two Island Cape Brink,Fishing (Unknown Rod),20-30,20
Poliwhirl,Six Island Ruin Valley,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route6,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route22,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route23,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route25,Fishing (Unknown Rod),20-30,20
Poliwhirl,Viridian City,Fishing (Unknown Rod),5-6,10
Poliwhirl,Four Island,Fishing (Unknown Rod),20-30,20
Poliwhirl,Cerulean Cave 1F,Fishing (Unknown Rod),20-30,20
Poliwhirl,Cerulean Cave B1F,Fishing (Unknown Rod),20-30,20
Poliwhirl,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),20-30,20
Poliwhirl,Two Island Cape Brink,Fishing (Unknown Rod),20-30,20
Poliwhirl,Six Island Ruin Valley,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route6,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route22,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route23,Fishing (Unknown Rod),20-30,20
Poliwhirl,Route25,Fishing (Unknown Rod),20-30,20
Poliwhirl,Viridian City,Fishing (Unknown Rod),5-6,10
Poliwhirl,Four Island,Fishing (Unknown Rod),20-30,20
Ponyta,Mt Ember Exterior,Walking/Grass,30,21
Ponyta,Mt Ember Exterior,Walking/Grass,33,21
Ponyta,Mt Ember Exterior,Walking/Grass,36,21
Ponyta,One Island Kindle Road,Walking/Grass,34,21
Ponyta,One Island Kindle Road,Walking/Grass,31,21
Ponyta,Mt Ember Exterior,Walking/Grass,30,21
Ponyta,Mt Ember Exterior,Walking/Grass,33,21
Ponyta,Mt Ember Exterior,Walking/Grass,36,21
Ponyta,One Island Kindle Road,Walking/Grass,34,21
Ponyta,One Island Kindle Road,Walking/Grass,31,21
Primeape,Victory Road 2F,Walking/Grass,42,7
Primeape,Cerulean Cave 1F,Walking/Grass,52,7
Primeape,Cerulean Cave 1F,Walking/Grass,61,7
Primeape,Route23,Walking/Grass,42,21
Primeape,Victory Road 2F,Walking/Grass,42,7
Primeape,Cerulean Cave 1F,Walking/Grass,52,7
Primeape,Cerulean Cave 1F,Walking/Grass,61,7
Primeape,Route23,Walking/Grass,42,21
Psyduck,Ssanne Exterior,Fishing (Unknown Rod),25-35,10
Psyduck,Safari Zone Center,Surfing,20-25,2
Psyduck,Safari Zone Center,Surfing,20-25,2
Psyduck,Safari Zone Center,Surfing,25-30,2
Psyduck,Safari Zone Center,Surfing,30-35,2
Psyduck,Safari Zone Center,Surfing,35-40,2
Psyduck,Safari Zone Center,Fishing (Unknown Rod),15-35,20
Psyduck,Safari Zone East,Surfing,20-25,2
Psyduck,Safari Zone East,Surfing,20-25,2
Psyduck,Safari Zone East,Surfing,25-30,2
Psyduck,Safari Zone East,Surfing,30-35,2
Psyduck,Safari Zone East,Surfing,35-40,2
Psyduck,Safari Zone East,Fishing (Unknown Rod),15-35,20
Psyduck,Safari Zone North,Surfing,20-25,2
Psyduck,Safari Zone North,Surfing,20-25,2
Psyduck,Safari Zone North,Surfing,25-30,2
Psyduck,Safari Zone North,Surfing,30-35,2
Psyduck,Safari Zone North,Surfing,35-40,2
Psyduck,Safari Zone North,Fishing (Unknown Rod),15-35,20
Psyduck,Safari Zone West,Surfing,20-25,2
Psyduck,Safari Zone West,Surfing,20-25,2
Psyduck,Safari Zone West,Surfing,25-30,2
Psyduck,Safari Zone West,Surfing,30-35,2
Psyduck,Safari Zone West,Surfing,35-40,2
Psyduck,Safari Zone West,Fishing (Unknown Rod),15-35,20
Psyduck,Cerulean Cave 1F,Surfing,30-40,2
Psyduck,Cerulean Cave 1F,Surfing,40-50,2
Psyduck,Cerulean Cave 1F,Surfing,40-50,2
Psyduck,Cerulean Cave 1F,Fishing (Unknown Rod),15-25,20
Psyduck,Cerulean Cave 1F,Fishing (Unknown Rod),25-35,20
Psyduck,Cerulean Cave B1F,Surfing,40-50,2
Psyduck,Cerulean Cave B1F,Surfing,50-60,2
Psyduck,Cerulean Cave B1F,Surfing,50-60,2
Psyduck,Cerulean Cave B1F,Fishing (Unknown Rod),15-25,20
Psyduck,Seafoam Islands 1F,Walking/Grass,27,7
Psyduck,Seafoam Islands 1F,Walking/Grass,29,7
Psyduck,Seafoam Islands 1F,Walking/Grass,31,7
Psyduck,Seafoam Islands 1F,Walking/Grass,33,7
Psyduck,Seafoam Islands 1F,Walking/Grass,26,7
Psyduck,Seafoam Islands B1F,Walking/Grass,29,7
Psyduck,Seafoam Islands B1F,Walking/Grass,31,7
Psyduck,Seafoam Islands B2F,Walking/Grass,30,7
Psyduck,Seafoam Islands B2F,Walking/Grass,32,7
Psyduck,Seafoam Islands B3F,Walking/Grass,32,7
Psyduck,Seafoam Islands B3F,Walking/Grass,30,7
Psyduck,Seafoam Islands B3F,Surfing,30-40,2
Psyduck,Seafoam Islands B3F,Fishing (Unknown Rod),15-25,20
Psyduck,Seafoam Islands B4F,Walking/Grass,32,7
Psyduck,Seafoam Islands B4F,Surfing,30-40,2
Psyduck,Seafoam Islands B4F,Fishing (Unknown Rod),15-25,20
Psyduck,Three Island Berry Forest,Walking/Grass,31,21
Psyduck,Three Island Berry Forest,Surfing,5-20,2
Psyduck,Three Island Berry Forest,Surfing,20-35,2
Psyduck,Three Island Berry Forest,Surfing,35-40,2
Psyduck,Three Island Berry Forest,Fishing (Unknown Rod),15-25,20
Psyduck,Three Island Berry Forest,Fishing (Unknown Rod),25-35,20
Psyduck,Four Island Icefall Cave Entrance,Walking/Grass,41,7
Psyduck,Four Island Icefall Cave Entrance,Surfing,5-35,2
Psyduck,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),15-25,20
Psyduck,Four Island Icefall Cave Entrance,Fishing (Unknown Rod),25-35,20
Psyduck,Four Island Icefall Cave Back,Walking/Grass,41,7
Psyduck,Four Island Icefall Cave Back,Fishing (Unknown Rod),25-35,20
Psyduck,One Island Kindle Road,Walking/Grass,34,21
Psyduck,One Island Kindle Road,Fishing (Unknown Rod),25-35,20
Psyduck,One Island Treasure Beach,Walking/Grass,31,21
Psyduck,One Island Treasure Beach,Fishing (Unknown Rod),25-35,20
Psyduck,Two Island Cape Brink,Walking/Grass,31,21
Psyduck,Two Island Cape Brink,Surfing,5-20,2
Psyduck,Two Island Cape Brink,Surfing,20-35,2
Psyduck,Two Island Cape Brink,Surfing,35-40,2
Psyduck,Two Island Cape Brink,Fishing (Unknown Rod),15-25,20
Psyduck,Two Island Cape Brink,Fishing (Unknown Rod),25-35,20
Psyduck,Three Island Bond Bridge,Walking/Grass,31,21
Psyduck,Three Island Bond Bridge,Fishing (Unknown Rod),25-35,20
Psyduck,Five Island Resort Gorgeous,Fishing (Unknown Rod),25-35,20
Psyduck,Five Island Water Labyrinth,Fishing (Unknown Rod),25-35,20
Psyduck,Five Island Meadow,Walking/Grass,41,21
Psyduck,Five Island Meadow,Fishing (Unknown Rod),25-35,20
Psyduck,Five Island Memorial Pillar,Fishing (Unknown Rod),25-35,20
Psyduck,Six Island Outcast Island,Fishing (Unknown Rod),25-35,20
Psyduck,Six Island Green Path,Fishing (Unknown Rod),25-35,20
Psyduck,Six Island Water Path,Walking/Grass,41,21
Psyduck,Six Island Water Path,Fishing (Unknown Rod),25-35,20
Psyduck,Six Island Ruin Valley,Walking/Grass,41,21
Psyduck,Six Island Ruin Valley,Fishing (Unknown Rod),15-25,20
Psyduck,Six Island Ruin Valley,Fishing (Unknown Rod),25-35,20
Psyduck,Seven Island Trainer Tower,Fishing (Unknown Rod),25-35,20
Psyduck,Seven Island Sevault Canyon Entrance,Walking/Grass,41,21
Psyduck,Seven Island Tanoby Ruins,Fishing (Unknown Rod),25-35,20
Psyduck,Route4,Fishing (Unknown Rod),25-35,20
Psyduck,Route6,Surfing,20-25,2
Psyduck,Route6,Surfing,20-25,2
Psyduck,Route6,Surfing,25-30,2
Psyduck,Route6,Surfing,30-35,2
Psyduck,Route6,Surfing,35-40,2
Psyduck,Route6,Fishing (Unknown Rod),15-25,20
Psyduck,Route6,Fishing (Unknown Rod),25-35,20
Psyduck,Route10,Fishing (Unknown Rod),25-35,20
Psyduck,Route11,Fishing (Unknown Rod),25-35,20
Psyduck,Route12,Fishing (Unknown Rod),25-35,60
Psyduck,Route13,Fishing (Unknown Rod),25-35,20
Psyduck,Route19,Fishing (Unknown Rod),25-35,20
Psyduck,Route20,Fishing (Unknown Rod),25-35,20
Psyduck,Route21 North,Fishing (Unknown Rod),25-35,20
Psyduck,Route21 South,Fishing (Unknown Rod),25-35,20
Psyduck,Route22,Surfing,20-25,2
Psyduck,Route22,Surfing,20-25,2
Psyduck,Route22,Surfing,25-30,2
Psyduck,Route22,Surfing,30-35,2
Psyduck,Route22,Surfing,35-40,2
Psyduck,Route22,Fishing (Unknown Rod),15-25,20
Psyduck,Route22,Fishing (Unknown Rod),25-35,20
Psyduck,Route23,Surfing,20-25,2
Psyduck,Route23,Surfing,20-25,2
Psyduck,Route23,Surfing,25-30,2
Psyduck,Route23,Surfing,30-35,2
Psyduck,Route23,Surfing,35-40,2
Psyduck,Route23,Fishing (Unknown Rod),15-25,20
Psyduck,Route23,Fishing (Unknown Rod),25-35,20
Psyduck,Route24,Fishing (Unknown Rod),25-35,20
Psyduck,Route25,Surfing,20-25,2
Psyduck,Route25,Surfing,20-25,2
Psyduck,Route25,Surfing,25-30,2
Psyduck,Route25,Surfing,30-35,2
Psyduck,Route25,Surfing,35-40,2
Psyduck,Route25,Fishing (Unknown Rod),15-25,20
Psyduck,Route25,Fishing (Unknown Rod),25-35,20
Psyduck,Pallet Town,Fishing (Unknown Rod),5-6,10
Psyduck,Viridian City,Surfing,20-25,1
Psyduck,Viridian City,Surfing,20-25,1
Psyduck,Viridian City,Surfing,25-30,1
Psyduck,Viridian City,Surfing,30-35,1
Psyduck,Viridian City,Surfing,35-40,1
Psyduck,Viridian City,Fishing (Unknown Rod),3-6,10
Psyduck,Viridian City,Fishing (Unknown Rod),4-6,10
Psyduck,Viridian City,Fishing (Unknown Rod),5-6,10
Psyduck,Cerulean City,Fishing (Unknown Rod),25-35,10
Psyduck,Vermilion City,Fishing (Unknown Rod),25-35,10
Psyduck,Celadon City,Surfing,5-10,1
Psyduck,Celadon City,Surfing,10-20,1
Psyduck,Celadon City,Surfing,20-30,1
Psyduck,Celadon City,Surfing,30-40,1
Psyduck,Fuchsia City,Surfing,20-25,1
Psyduck,Fuchsia City,Surfing,20-25,1
Psyduck,Fuchsia City,Surfing,25-30,1
Psyduck,Fuchsia City,Surfing,30-35,1
Psyduck,Fuchsia City,Surfing,35-40,1
Psyduck,Fuchsia City,Fishing (Unknown Rod),15-25,10
Psyduck,Fuchsia City,Fishing (Unknown Rod),25-35,10
Psyduck,Cinnabar Island,Fishing (Unknown Rod),25-35,10
Psyduck,One Island,Fishing (Unknown Rod),25-35,10
Psyduck,Four Island,Surfing,5-35,2
Psyduck,Four Island,Fishing (Unknown Rod),15-25,20
Psyduck,Four Island,Fishing (Unknown Rod),25-35,20
Psyduck,Five Island,Fishing (Unknown Rod),25-35,10
Qwilfish,Five Island Resort Gorgeous,Fishing (Unknown Rod),15-25,20
Qwilfish,Five Island Water Labyrinth,Fishing (Unknown Rod),15-25,20
Qwilfish,Five Island Meadow,Fishing (Unknown Rod),15-25,20
Qwilfish,Five Island Memorial Pillar,Fishing (Unknown Rod),15-25,20
Qwilfish,Six Island Outcast Island,Fishing (Unknown Rod),15-25,20
Qwilfish,Six Island Green Path,Fishing (Unknown Rod),15-25,20
Qwilfish,Six Island Water Path,Fishing (Unknown Rod),15-25,20
Qwilfish,Seven Island Trainer Tower,Fishing (Unknown Rod),15-25,20
Qwilfish,Seven Island Tanoby Ruins,Fishing (Unknown Rod),15-25,20
Rapidash,Mt Ember Exterior,Walking/Grass,39,21
Rapidash,Mt Ember Exterior,Walking/Grass,42,21
Rapidash,One Island Kindle Road,Walking/Grass,37,21
Rapidash,One Island Kindle Road,Walking/Grass,40,21
Rapidash,Mt Ember Exterior,Walking/Grass,39,21
Rapidash,Mt Ember Exterior,Walking/Grass,42,21
Rapidash,One Island Kindle Road,Walking/Grass,37,21
Rapidash,One Island Kindle Road,Walking/Grass,40,21
Raticate,Pokemon Mansion 1F,Walking/Grass,32,7
Raticate,Pokemon Mansion 1F,Walking/Grass,36,7
Raticate,Pokemon Mansion 2F,Walking/Grass,32,7
Raticate,Pokemon Mansion 2F,Walking/Grass,36,7
Raticate,Pokemon Mansion 3F,Walking/Grass,32,7
Raticate,Pokemon Mansion 3F,Walking/Grass,36,7
Raticate,Pokemon Mansion B1F,Walking/Grass,34,5
Raticate,Pokemon Mansion B1F,Walking/Grass,38,5
Raticate,Route16,Walking/Grass,23,21
Raticate,Route16,Walking/Grass,25,21
Raticate,Route17,Walking/Grass,25,21
Raticate,Route17,Walking/Grass,27,21
Raticate,Route17,Walking/Grass,29,21
Raticate,Route18,Walking/Grass,25,21
Raticate,Route18,Walking/Grass,29,21
Raticate,Pokemon Mansion 1F,Walking/Grass,32,7
Raticate,Pokemon Mansion 1F,Walking/Grass,36,7
Raticate,Pokemon Mansion 2F,Walking/Grass,32,7
Raticate,Pokemon Mansion 2F,Walking/Grass,36,7
Raticate,Pokemon Mansion 3F,Walking/Grass,32,7
Raticate,Pokemon Mansion 3F,Walking/Grass,36,7
Raticate,Pokemon Mansion B1F,Walking/Grass,34,5
Raticate,Pokemon Mansion B1F,Walking/Grass,38,5
Raticate,Route16,Walking/Grass,23,21
Raticate,Route16,Walking/Grass,25,21
Raticate,Route17,Walking/Grass,25,21
Raticate,Route17,Walking/Grass,27,21
Raticate,Route17,Walking/Grass,29,21
Raticate,Route18,Walking/Grass,25,21
Raticate,Route18,Walking/Grass,29,21
Rattata,Pokemon Mansion 1F,Walking/Grass,28,7
Rattata,Pokemon Mansion 1F,Walking/Grass,26,7
Rattata,Pokemon Mansion 1F,Walking/Grass,26,7
Rattata,Pokemon Mansion 2F,Walking/Grass,28,7
Rattata,Pokemon Mansion 2F,Walking/Grass,26,7
Rattata,Pokemon Mansion 2F,Walking/Grass,26,7
Rattata,Pokemon Mansion 3F,Walking/Grass,28,7
Rattata,Pokemon Mansion 3F,Walking/Grass,26,7
Rattata,Pokemon Mansion 3F,Walking/Grass,26,7
Rattata,Pokemon Mansion B1F,Walking/Grass,26,5
Rattata,Pokemon Mansion B1F,Walking/Grass,26,5
Rattata,Route1,Walking/Grass,3,21
Rattata,Route1,Walking/Grass,3,21
Rattata,Route1,Walking/Grass,2,21
Rattata,Route1,Walking/Grass,3,21
Rattata,Route1,Walking/Grass,4,21
Rattata,Route2,Walking/Grass,3,21
Rattata,Route2,Walking/Grass,4,21
Rattata,Route2,Walking/Grass,2,21
Rattata,Route2,Walking/Grass,5,21
Rattata,Route4,Walking/Grass,10,21
Rattata,Route4,Walking/Grass,8,21
Rattata,Route4,Walking/Grass,12,21
Rattata,Route9,Walking/Grass,16,21
Rattata,Route9,Walking/Grass,14,21
Rattata,Route9,Walking/Grass,17,21
Rattata,Route9,Walking/Grass,14,21
Rattata,Route9,Walking/Grass,14,21
Rattata,Route16,Walking/Grass,18,21
Rattata,Route16,Walking/Grass,20,21
Rattata,Route16,Walking/Grass,22,21
Rattata,Route16,Walking/Grass,18,21
Rattata,Route16,Walking/Grass,18,21
Rattata,Route17,Walking/Grass,22,21
Rattata,Route17,Walking/Grass,22,21
Rattata,Route18,Walking/Grass,22,21
Rattata,Route18,Walking/Grass,22,21
Rattata,Route22,Walking/Grass,3,21
Rattata,Route22,Walking/Grass,4,21
Rattata,Route22,Walking/Grass,2,21
Rattata,Route22,Walking/Grass,5,21
Rattata,Route22,Walking/Grass,5,21
Rattata,Pokemon Mansion 1F,Walking/Grass,28,7
Rattata,Pokemon Mansion 1F,Walking/Grass,26,7
Rattata,Pokemon Mansion 1F,Walking/Grass,26,7
Rattata,Pokemon Mansion 2F,Walking/Grass,28,7
Rattata,Pokemon Mansion 2F,Walking/Grass,26,7
Rattata,Pokemon Mansion 2F,Walking/Grass,26,7
Rattata,Pokemon Mansion 3F,Walking/Grass,28,7
Rattata,Pokemon Mansion 3F,Walking/Grass,26,7
Rattata,Pokemon Mansion 3F,Walking/Grass,26,7
Rattata,Pokemon Mansion B1F,Walking/Grass,26,5
Rattata,Pokemon Mansion B1F,Walking/Grass,26,5
Rattata,Route1,Walking/Grass,3,21
Rattata,Route1,Walking/Grass,3,21
Rattata,Route1,Walking/Grass,2,21
Rattata,Route1,Walking/Grass,3,21
Rattata,Route1,Walking/Grass,4,21
Rattata,Route1,Walking/Grass,4,21
Rattata,Route2,Walking/Grass,3,21
Rattata,Route2,Walking/Grass,4,21
Rattata,Route2,Walking/Grass,2,21
Rattata,Route2,Walking/Grass,5,21
Rattata,Route4,Walking/Grass,10,21
Rattata,Route4,Walking/Grass,8,21
Rattata,Route4,Walking/Grass,12,21
Rattata,Route9,Walking/Grass,16,21
Rattata,Route9,Walking/Grass,14,21
Rattata,Route9,Walking/Grass,17,21
Rattata,Route9,Walking/Grass,14,21
Rattata,Route9,Walking/Grass,14,21
Rattata,Route16,Walking/Grass,18,21
Rattata,Route16,Walking/Grass,20,21
Rattata,Route16,Walking/Grass,22,21
Rattata,Route16,Walking/Grass,18,21
Rattata,Route16,Walking/Grass,18,21
Rattata,Route17,Walking/Grass,22,21
Rattata,Route17,Walking/Grass,22,21
Rattata,Route18,Walking/Grass,22,21
Rattata,Route18,Walking/Grass,22,21
Rattata,Route22,Walking/Grass,3,21
Rattata,Route22,Walking/Grass,4,21
Rattata,Route22,Walking/Grass,2,21
Rattata,Route22,Walking/Grass,5,21
Rattata,Route22,Walking/Grass,5,21
Remoraid,Five Island Resort Gorgeous,Fishing (Unknown Rod),15-25,20
Remoraid,Five Island Water Labyrinth,Fishing (Unknown Rod),15-25,20
Remoraid,Five Island Meadow,Fishing (Unknown Rod),15-25,20
Remoraid,Five Island Memorial Pillar,Fishing (Unknown Rod),15-25,20
Remoraid,Six Island Outcast Island,Fishing (Unknown Rod),15-25,20
Remoraid,Six Island Green Path,Fishing (Unknown Rod),15-25,20
Remoraid,Six Island Water Path,Fishing (Unknown Rod),15-25,20
Remoraid,Seven Island Trainer Tower,Fishing (Unknown Rod),15-25,20
Remoraid,Seven Island Tanoby Ruins,Fishing (Unknown Rod),15-25,20
Rhyhorn,Safari Zone Center,Walking/Grass,25,21
Rhyhorn,Safari Zone North,Walking/Grass,26,21
Rhyhorn,Safari Zone Center,Walking/Grass,25,21
Rhyhorn,Safari Zone North,Walking/Grass,26,21
Sandshrew,Route4,Walking/Grass,8,21
Sandshrew,Route4,Walking/Grass,12,21
Sandshrew,Route4,Walking/Grass,6,21
Sandshrew,Route4,Walking/Grass,10,21
Sandshrew,Route4,Walking/Grass,8,21
Sandshrew,Route4,Walking/Grass,12,21
Sandshrew,Route8,Walking/Grass,17,21
Sandshrew,Route8,Walking/Grass,19,21
Sandshrew,Route8,Walking/Grass,17,21
Sandshrew,Route8,Walking/Grass,17,21
Sandshrew,Route9,Walking/Grass,11,21
Sandshrew,Route9,Walking/Grass,15,21
Sandshrew,Route9,Walking/Grass,13,21
Sandshrew,Route9,Walking/Grass,17,21
Sandshrew,Route10,Walking/Grass,11,21
