Pokemon,Obtainability Method,Location/Details,Level/Requirement
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 27
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 23
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 25
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 29
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 19
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 21
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 27
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 21
PINECO,Wild - Walking/Grass,Six Island Altering Cave,Lv 27
PINSIR,Wild - Walking/Grass,Safari Zone Center,Lv 23
PINSIR,Wild - Walking/Grass,Safari Zone East,Lv 28
POLITOED,Evolution,From Poliwhirl + King's Rock,Use Stone
POLIWAG,Wild - Fishing,Safari Zone Center,Lv 5-15
POLIWAG,Wild - Fishing,Safari Zone East,Lv 5-15
POLIWAG,Wild - Fishing,Safari Zone North,Lv 5-15
POLIWAG,Wild - Fishing,Safari Zone West,Lv 5-15
POLIWAG,Wild - Fishing,Cerulean Cave 1F,Lv 5-15
POLIWAG,Wild - Fishing,Cerulean Cave 1F,Lv 15-25
POLIWAG,Wild - Fishing,Cerulean Cave B1F,Lv 5-15
POLIWAG,Wild - Fishing,Cerulean Cave B1F,Lv 15-25
POLIWAG,Wild - Fishing,Three Island Berry Forest,Lv 5-15
POLIWAG,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 5-15
POLIWAG,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 15-25
POLIWAG,Wild - Fishing,Two Island Cape Brink,Lv 5-15
POLIWAG,Wild - Fishing,Two Island Cape Brink,Lv 15-25
POLIWAG,Wild - Fishing,Six Island Ruin Valley,Lv 5-15
POLIWAG,Wild - Fishing,Six Island Ruin Valley,Lv 15-25
POLIWAG,Wild - Fishing,Route6,Lv 5-15
POLIWAG,Wild - Fishing,Route6,Lv 15-25
POLIWAG,Wild - Fishing,Route22,Lv 5-15
POLIWAG,Wild - Fishing,Route22,Lv 15-25
POLIWAG,Wild - Fishing,Route23,Lv 5-15
POLIWAG,Wild - Fishing,Route23,Lv 15-25
POLIWAG,Wild - Fishing,Route25,Lv 5-15
POLIWAG,Wild - Fishing,Route25,Lv 15-25
POLIWAG,Wild - Fishing,Viridian City,Lv 3-5
POLIWAG,Wild - Fishing,Viridian City,Lv 3-6
POLIWAG,Wild - Fishing,Viridian City,Lv 4-6
POLIWAG,Wild - Fishing,Fuchsia City,Lv 5-15
POLIWAG,Wild - Fishing,Four Island,Lv 5-15
POLIWAG,Wild - Fishing,Four Island,Lv 15-25
POLIWAG,Wild - Fishing,Safari Zone Center,Lv 5-15
POLIWAG,Wild - Fishing,Safari Zone East,Lv 5-15
POLIWAG,Wild - Fishing,Safari Zone North,Lv 5-15
POLIWAG,Wild - Fishing,Safari Zone West,Lv 5-15
POLIWAG,Wild - Fishing,Cerulean Cave 1F,Lv 5-15
POLIWAG,Wild - Fishing,Cerulean Cave 1F,Lv 15-25
POLIWAG,Wild - Fishing,Cerulean Cave B1F,Lv 5-15
POLIWAG,Wild - Fishing,Cerulean Cave B1F,Lv 15-25
POLIWAG,Wild - Fishing,Three Island Berry Forest,Lv 5-15
POLIWAG,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 5-15
POLIWAG,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 15-25
POLIWAG,Wild - Fishing,Two Island Cape Brink,Lv 5-15
POLIWAG,Wild - Fishing,Two Island Cape Brink,Lv 15-25
POLIWAG,Wild - Fishing,Six Island Ruin Valley,Lv 5-15
POLIWAG,Wild - Fishing,Six Island Ruin Valley,Lv 15-25
POLIWAG,Wild - Fishing,Route6,Lv 5-15
POLIWAG,Wild - Fishing,Route6,Lv 15-25
POLIWAG,Wild - Fishing,Route22,Lv 5-15
POLIWAG,Wild - Fishing,Route22,Lv 15-25
POLIWAG,Wild - Fishing,Route23,Lv 5-15
POLIWAG,Wild - Fishing,Route23,Lv 15-25
POLIWAG,Wild - Fishing,Route25,Lv 5-15
POLIWAG,Wild - Fishing,Route25,Lv 15-25
POLIWAG,Wild - Fishing,Viridian City,Lv 3-5
POLIWAG,Wild - Fishing,Viridian City,Lv 3-6
POLIWAG,Wild - Fishing,Viridian City,Lv 4-6
POLIWAG,Wild - Fishing,Fuchsia City,Lv 5-15
POLIWAG,Wild - Fishing,Four Island,Lv 5-15
POLIWAG,Wild - Fishing,Four Island,Lv 15-25
POLIWHIRL,Wild - Fishing,Cerulean Cave 1F,Lv 20-30
POLIWHIRL,Wild - Fishing,Cerulean Cave B1F,Lv 20-30
POLIWHIRL,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 20-30
POLIWHIRL,Wild - Fishing,Two Island Cape Brink,Lv 20-30
POLIWHIRL,Wild - Fishing,Six Island Ruin Valley,Lv 20-30
POLIWHIRL,Wild - Fishing,Route6,Lv 20-30
POLIWHIRL,Wild - Fishing,Route22,Lv 20-30
POLIWHIRL,Wild - Fishing,Route23,Lv 20-30
POLIWHIRL,Wild - Fishing,Route25,Lv 20-30
POLIWHIRL,Wild - Fishing,Viridian City,Lv 5-6
POLIWHIRL,Wild - Fishing,Four Island,Lv 20-30
POLIWHIRL,Wild - Fishing,Cerulean Cave 1F,Lv 20-30
POLIWHIRL,Wild - Fishing,Cerulean Cave B1F,Lv 20-30
POLIWHIRL,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 20-30
POLIWHIRL,Wild - Fishing,Two Island Cape Brink,Lv 20-30
POLIWHIRL,Wild - Fishing,Six Island Ruin Valley,Lv 20-30
POLIWHIRL,Wild - Fishing,Route6,Lv 20-30
POLIWHIRL,Wild - Fishing,Route22,Lv 20-30
POLIWHIRL,Wild - Fishing,Route23,Lv 20-30
POLIWHIRL,Wild - Fishing,Route25,Lv 20-30
POLIWHIRL,Wild - Fishing,Viridian City,Lv 5-6
POLIWHIRL,Wild - Fishing,Four Island,Lv 20-30
POLIWHIRL,Evolution,From Poliwag,Level 25
POLIWRATH,Evolution,From Poliwhirl + Water Stone,Use Stone
PONYTA,Wild - Walking/Grass,Mt Ember Exterior,Lv 30
PONYTA,Wild - Walking/Grass,Mt Ember Exterior,Lv 33
PONYTA,Wild - Walking/Grass,Mt Ember Exterior,Lv 36
PONYTA,Wild - Walking/Grass,One Island Kindle Road,Lv 34
PONYTA,Wild - Walking/Grass,One Island Kindle Road,Lv 31
PONYTA,Wild - Walking/Grass,Mt Ember Exterior,Lv 30
PONYTA,Wild - Walking/Grass,Mt Ember Exterior,Lv 33
PONYTA,Wild - Walking/Grass,Mt Ember Exterior,Lv 36
PONYTA,Wild - Walking/Grass,One Island Kindle Road,Lv 34
PONYTA,Wild - Walking/Grass,One Island Kindle Road,Lv 31
PORYGON,Game Corner Prize,Celadon City Game Corner,9999 Coins
PORYGON2,Evolution,From Porygon + Up-Grade,Use Stone
PRIMEAPE,Wild - Walking/Grass,Victory Road 2F,Lv 42
PRIMEAPE,Wild - Walking/Grass,Cerulean Cave 1F,Lv 52
PRIMEAPE,Wild - Walking/Grass,Cerulean Cave 1F,Lv 61
PRIMEAPE,Wild - Walking/Grass,Route23,Lv 42
PRIMEAPE,Wild - Walking/Grass,Victory Road 2F,Lv 42
PRIMEAPE,Wild - Walking/Grass,Cerulean Cave 1F,Lv 52
PRIMEAPE,Wild - Walking/Grass,Cerulean Cave 1F,Lv 61
PRIMEAPE,Wild - Walking/Grass,Route23,Lv 42
PRIMEAPE,Evolution,From Mankey,Level 28
PSYDUCK,Wild - Fishing,Ssanne Exterior,Lv 25-35
PSYDUCK,Wild - Surfing,Safari Zone Center,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone Center,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone Center,Lv 25-30
PSYDUCK,Wild - Surfing,Safari Zone Center,Lv 30-35
PSYDUCK,Wild - Surfing,Safari Zone Center,Lv 35-40
PSYDUCK,Wild - Fishing,Safari Zone Center,Lv 15-35
PSYDUCK,Wild - Surfing,Safari Zone East,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone East,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone East,Lv 25-30
PSYDUCK,Wild - Surfing,Safari Zone East,Lv 30-35
PSYDUCK,Wild - Surfing,Safari Zone East,Lv 35-40
PSYDUCK,Wild - Fishing,Safari Zone East,Lv 15-35
PSYDUCK,Wild - Surfing,Safari Zone North,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone North,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone North,Lv 25-30
PSYDUCK,Wild - Surfing,Safari Zone North,Lv 30-35
PSYDUCK,Wild - Surfing,Safari Zone North,Lv 35-40
PSYDUCK,Wild - Fishing,Safari Zone North,Lv 15-35
PSYDUCK,Wild - Surfing,Safari Zone West,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone West,Lv 20-25
PSYDUCK,Wild - Surfing,Safari Zone West,Lv 25-30
PSYDUCK,Wild - Surfing,Safari Zone West,Lv 30-35
PSYDUCK,Wild - Surfing,Safari Zone West,Lv 35-40
PSYDUCK,Wild - Fishing,Safari Zone West,Lv 15-35
PSYDUCK,Wild - Surfing,Cerulean Cave 1F,Lv 30-40
PSYDUCK,Wild - Surfing,Cerulean Cave 1F,Lv 40-50
PSYDUCK,Wild - Surfing,Cerulean Cave 1F,Lv 40-50
PSYDUCK,Wild - Fishing,Cerulean Cave 1F,Lv 15-25
PSYDUCK,Wild - Fishing,Cerulean Cave 1F,Lv 25-35
PSYDUCK,Wild - Surfing,Cerulean Cave B1F,Lv 40-50
PSYDUCK,Wild - Surfing,Cerulean Cave B1F,Lv 50-60
PSYDUCK,Wild - Surfing,Cerulean Cave B1F,Lv 50-60
PSYDUCK,Wild - Fishing,Cerulean Cave B1F,Lv 15-25
PSYDUCK,Wild - Walking/Grass,Seafoam Islands 1F,Lv 27
PSYDUCK,Wild - Walking/Grass,Seafoam Islands 1F,Lv 29
PSYDUCK,Wild - Walking/Grass,Seafoam Islands 1F,Lv 31
PSYDUCK,Wild - Walking/Grass,Seafoam Islands 1F,Lv 33
PSYDUCK,Wild - Walking/Grass,Seafoam Islands 1F,Lv 26
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B1F,Lv 29
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B1F,Lv 31
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B2F,Lv 30
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B2F,Lv 32
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B3F,Lv 32
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B3F,Lv 30
PSYDUCK,Wild - Surfing,Seafoam Islands B3F,Lv 30-40
PSYDUCK,Wild - Fishing,Seafoam Islands B3F,Lv 15-25
PSYDUCK,Wild - Walking/Grass,Seafoam Islands B4F,Lv 32
PSYDUCK,Wild - Surfing,Seafoam Islands B4F,Lv 30-40
PSYDUCK,Wild - Fishing,Seafoam Islands B4F,Lv 15-25
PSYDUCK,Wild - Walking/Grass,Three Island Berry Forest,Lv 31
PSYDUCK,Wild - Surfing,Three Island Berry Forest,Lv 5-20
PSYDUCK,Wild - Surfing,Three Island Berry Forest,Lv 20-35
PSYDUCK,Wild - Surfing,Three Island Berry Forest,Lv 35-40
PSYDUCK,Wild - Fishing,Three Island Berry Forest,Lv 15-25
PSYDUCK,Wild - Fishing,Three Island Berry Forest,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Four Island Icefall Cave Entrance,Lv 41
PSYDUCK,Wild - Surfing,Four Island Icefall Cave Entrance,Lv 5-35
PSYDUCK,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 15-25
PSYDUCK,Wild - Fishing,Four Island Icefall Cave Entrance,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Four Island Icefall Cave Back,Lv 41
PSYDUCK,Wild - Fishing,Four Island Icefall Cave Back,Lv 25-35
PSYDUCK,Wild - Walking/Grass,One Island Kindle Road,Lv 34
PSYDUCK,Wild - Fishing,One Island Kindle Road,Lv 25-35
PSYDUCK,Wild - Walking/Grass,One Island Treasure Beach,Lv 31
PSYDUCK,Wild - Fishing,One Island Treasure Beach,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Two Island Cape Brink,Lv 31
PSYDUCK,Wild - Surfing,Two Island Cape Brink,Lv 5-20
PSYDUCK,Wild - Surfing,Two Island Cape Brink,Lv 20-35
PSYDUCK,Wild - Surfing,Two Island Cape Brink,Lv 35-40
PSYDUCK,Wild - Fishing,Two Island Cape Brink,Lv 15-25
PSYDUCK,Wild - Fishing,Two Island Cape Brink,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Three Island Bond Bridge,Lv 31
PSYDUCK,Wild - Fishing,Three Island Bond Bridge,Lv 25-35
PSYDUCK,Wild - Fishing,Five Island Resort Gorgeous,Lv 25-35
PSYDUCK,Wild - Fishing,Five Island Water Labyrinth,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Five Island Meadow,Lv 41
PSYDUCK,Wild - Fishing,Five Island Meadow,Lv 25-35
PSYDUCK,Wild - Fishing,Five Island Memorial Pillar,Lv 25-35
PSYDUCK,Wild - Fishing,Six Island Outcast Island,Lv 25-35
PSYDUCK,Wild - Fishing,Six Island Green Path,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Six Island Water Path,Lv 41
PSYDUCK,Wild - Fishing,Six Island Water Path,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Six Island Ruin Valley,Lv 41
PSYDUCK,Wild - Fishing,Six Island Ruin Valley,Lv 15-25
PSYDUCK,Wild - Fishing,Six Island Ruin Valley,Lv 25-35
PSYDUCK,Wild - Fishing,Seven Island Trainer Tower,Lv 25-35
PSYDUCK,Wild - Walking/Grass,Seven Island Sevault Canyon Entrance,Lv 41
PSYDUCK,Wild - Fishing,Seven Island Tanoby Ruins,Lv 25-35
PSYDUCK,Wild - Fishing,Route4,Lv 25-35
PSYDUCK,Wild - Surfing,Route6,Lv 20-25
PSYDUCK,Wild - Surfing,Route6,Lv 20-25
PSYDUCK,Wild - Surfing,Route6,Lv 25-30
PSYDUCK,Wild - Surfing,Route6,Lv 30-35
PSYDUCK,Wild - Surfing,Route6,Lv 35-40
PSYDUCK,Wild - Fishing,Route6,Lv 15-25
PSYDUCK,Wild - Fishing,Route6,Lv 25-35
PSYDUCK,Wild - Fishing,Route10,Lv 25-35
PSYDUCK,Wild - Fishing,Route11,Lv 25-35
PSYDUCK,Wild - Fishing,Route12,Lv 25-35
PSYDUCK,Wild - Fishing,Route13,Lv 25-35
PSYDUCK,Wild - Fishing,Route19,Lv 25-35
PSYDUCK,Wild - Fishing,Route20,Lv 25-35
PSYDUCK,Wild - Fishing,Route21 North,Lv 25-35
PSYDUCK,Wild - Fishing,Route21 South,Lv 25-35
PSYDUCK,Wild - Surfing,Route22,Lv 20-25
PSYDUCK,Wild - Surfing,Route22,Lv 20-25
PSYDUCK,Wild - Surfing,Route22,Lv 25-30
PSYDUCK,Wild - Surfing,Route22,Lv 30-35
PSYDUCK,Wild - Surfing,Route22,Lv 35-40
PSYDUCK,Wild - Fishing,Route22,Lv 15-25
PSYDUCK,Wild - Fishing,Route22,Lv 25-35
PSYDUCK,Wild - Surfing,Route23,Lv 20-25
PSYDUCK,Wild - Surfing,Route23,Lv 20-25
PSYDUCK,Wild - Surfing,Route23,Lv 25-30
PSYDUCK,Wild - Surfing,Route23,Lv 30-35
PSYDUCK,Wild - Surfing,Route23,Lv 35-40
PSYDUCK,Wild - Fishing,Route23,Lv 15-25
PSYDUCK,Wild - Fishing,Route23,Lv 25-35
PSYDUCK,Wild - Fishing,Route24,Lv 25-35
PSYDUCK,Wild - Surfing,Route25,Lv 20-25
PSYDUCK,Wild - Surfing,Route25,Lv 20-25
PSYDUCK,Wild - Surfing,Route25,Lv 25-30
PSYDUCK,Wild - Surfing,Route25,Lv 30-35
PSYDUCK,Wild - Surfing,Route25,Lv 35-40
PSYDUCK,Wild - Fishing,Route25,Lv 15-25
PSYDUCK,Wild - Fishing,Route25,Lv 25-35
PSYDUCK,Wild - Fishing,Pallet Town,Lv 5-6
PSYDUCK,Wild - Surfing,Viridian City,Lv 20-25
PSYDUCK,Wild - Surfing,Viridian City,Lv 20-25
PSYDUCK,Wild - Surfing,Viridian City,Lv 25-30
PSYDUCK,Wild - Surfing,Viridian City,Lv 30-35
PSYDUCK,Wild - Surfing,Viridian City,Lv 35-40
PSYDUCK,Wild - Fishing,Viridian City,Lv 3-6
PSYDUCK,Wild - Fishing,Viridian City,Lv 4-6
PSYDUCK,Wild - Fishing,Viridian City,Lv 5-6
PSYDUCK,Wild - Fishing,Cerulean City,Lv 25-35
PSYDUCK,Wild - Fishing,Vermilion City,Lv 25-35
PSYDUCK,Wild - Surfing,Celadon City,Lv 5-10
PSYDUCK,Wild - Surfing,Celadon City,Lv 10-20
PSYDUCK,Wild - Surfing,Celadon City,Lv 20-30
PSYDUCK,Wild - Surfing,Celadon City,Lv 30-40
PSYDUCK,Wild - Surfing,Fuchsia City,Lv 20-25
PSYDUCK,Wild - Surfing,Fuchsia City,Lv 20-25
PSYDUCK,Wild - Surfing,Fuchsia City,Lv 25-30
PSYDUCK,Wild - Surfing,Fuchsia City,Lv 30-35
PSYDUCK,Wild - Surfing,Fuchsia City,Lv 35-40
PSYDUCK,Wild - Fishing,Fuchsia City,Lv 15-25
PSYDUCK,Wild - Fishing,Fuchsia City,Lv 25-35
PSYDUCK,Wild - Fishing,Cinnabar Island,Lv 25-35
PSYDUCK,Wild - Fishing,One Island,Lv 25-35
PSYDUCK,Wild - Surfing,Four Island,Lv 5-35
PSYDUCK,Wild - Fishing,Four Island,Lv 15-25
PSYDUCK,Wild - Fishing,Four Island,Lv 25-35
PSYDUCK,Wild - Fishing,Five Island,Lv 25-35
PUPITAR,Evolution,From Larvitar,Level 30
QUAGSIRE,Evolution,From Wooper,Level 20
QUILAVA,Evolution,From Cyndaquil,Level 14
QWILFISH,Wild - Fishing,Five Island Resort Gorgeous,Lv 15-25
QWILFISH,Wild - Fishing,Five Island Water Labyrinth,Lv 15-25
QWILFISH,Wild - Fishing,Five Island Meadow,Lv 15-25
QWILFISH,Wild - Fishing,Five Island Memorial Pillar,Lv 15-25
QWILFISH,Wild - Fishing,Six Island Outcast Island,Lv 15-25
QWILFISH,Wild - Fishing,Six Island Green Path,Lv 15-25
QWILFISH,Wild - Fishing,Six Island Water Path,Lv 15-25
QWILFISH,Wild - Fishing,Seven Island Trainer Tower,Lv 15-25
QWILFISH,Wild - Fishing,Seven Island Tanoby Ruins,Lv 15-25
RAICHU,Evolution,From Pikachu + Thunder Stone,Use Stone
RAIKOU,Legendary Roaming,Kanto (Roaming),Lv. 50; roams after choosing Squirtle; use Repels + Route encounter
RAPIDASH,Wild - Walking/Grass,Mt Ember Exterior,Lv 39
RAPIDASH,Wild - Walking/Grass,Mt Ember Exterior,Lv 42
RAPIDASH,Wild - Walking/Grass,One Island Kindle Road,Lv 37
RAPIDASH,Wild - Walking/Grass,One Island Kindle Road,Lv 40
RAPIDASH,Wild - Walking/Grass,Mt Ember Exterior,Lv 39
RAPIDASH,Wild - Walking/Grass,Mt Ember Exterior,Lv 42
RAPIDASH,Wild - Walking/Grass,One Island Kindle Road,Lv 37
RAPIDASH,Wild - Walking/Grass,One Island Kindle Road,Lv 40
RAPIDASH,Evolution,From Ponyta,Level 40
RATICATE,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 32
RATICATE,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 36
RATICATE,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 32
RATICATE,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 36
RATICATE,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 32
RATICATE,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 36
RATICATE,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 34
RATICATE,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 38
RATICATE,Wild - Walking/Grass,Route16,Lv 23
RATICATE,Wild - Walking/Grass,Route16,Lv 25
RATICATE,Wild - Walking/Grass,Route17,Lv 25
RATICATE,Wild - Walking/Grass,Route17,Lv 27
RATICATE,Wild - Walking/Grass,Route17,Lv 29
RATICATE,Wild - Walking/Grass,Route18,Lv 25
RATICATE,Wild - Walking/Grass,Route18,Lv 29
RATICATE,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 32
RATICATE,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 36
RATICATE,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 32
RATICATE,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 36
RATICATE,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 32
RATICATE,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 36
RATICATE,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 34
RATICATE,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 38
RATICATE,Wild - Walking/Grass,Route16,Lv 23
RATICATE,Wild - Walking/Grass,Route16,Lv 25
RATICATE,Wild - Walking/Grass,Route17,Lv 25
RATICATE,Wild - Walking/Grass,Route17,Lv 27
RATICATE,Wild - Walking/Grass,Route17,Lv 29
RATICATE,Wild - Walking/Grass,Route18,Lv 25
RATICATE,Wild - Walking/Grass,Route18,Lv 29
RATICATE,Evolution,From Rattata,Level 20
RATTATA,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 28
RATTATA,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 28
RATTATA,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 28
RATTATA,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 26
RATTATA,Wild - Walking/Grass,Route1,Lv 3
RATTATA,Wild - Walking/Grass,Route1,Lv 3
RATTATA,Wild - Walking/Grass,Route1,Lv 2
RATTATA,Wild - Walking/Grass,Route1,Lv 3
RATTATA,Wild - Walking/Grass,Route1,Lv 4
RATTATA,Wild - Walking/Grass,Route2,Lv 3
RATTATA,Wild - Walking/Grass,Route2,Lv 4
RATTATA,Wild - Walking/Grass,Route2,Lv 2
RATTATA,Wild - Walking/Grass,Route2,Lv 5
RATTATA,Wild - Walking/Grass,Route4,Lv 10
RATTATA,Wild - Walking/Grass,Route4,Lv 8
RATTATA,Wild - Walking/Grass,Route4,Lv 12
RATTATA,Wild - Walking/Grass,Route9,Lv 16
RATTATA,Wild - Walking/Grass,Route9,Lv 14
RATTATA,Wild - Walking/Grass,Route9,Lv 17
RATTATA,Wild - Walking/Grass,Route9,Lv 14
RATTATA,Wild - Walking/Grass,Route9,Lv 14
RATTATA,Wild - Walking/Grass,Route16,Lv 18
RATTATA,Wild - Walking/Grass,Route16,Lv 20
RATTATA,Wild - Walking/Grass,Route16,Lv 22
RATTATA,Wild - Walking/Grass,Route16,Lv 18
RATTATA,Wild - Walking/Grass,Route16,Lv 18
RATTATA,Wild - Walking/Grass,Route17,Lv 22
RATTATA,Wild - Walking/Grass,Route17,Lv 22
RATTATA,Wild - Walking/Grass,Route18,Lv 22
RATTATA,Wild - Walking/Grass,Route18,Lv 22
RATTATA,Wild - Walking/Grass,Route22,Lv 3
RATTATA,Wild - Walking/Grass,Route22,Lv 4
RATTATA,Wild - Walking/Grass,Route22,Lv 2
RATTATA,Wild - Walking/Grass,Route22,Lv 5
RATTATA,Wild - Walking/Grass,Route22,Lv 5
RATTATA,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 28
RATTATA,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 1F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 28
RATTATA,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 2F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 28
RATTATA,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion 3F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 26
RATTATA,Wild - Walking/Grass,Pokemon Mansion B1F,Lv 26
RATTATA,Wild - Walking/Grass,Route1,Lv 3
RATTATA,Wild - Walking/Grass,Route1,Lv 3
RATTATA,Wild - Walking/Grass,Route1,Lv 2
RATTATA,Wild - Walking/Grass,Route1,Lv 3
RATTATA,Wild - Walking/Grass,Route1,Lv 4
RATTATA,Wild - Walking/Grass,Route1,Lv 4
RATTATA,Wild - Walking/Grass,Route2,Lv 3
RATTATA,Wild - Walking/Grass,Route2,Lv 4
RATTATA,Wild - Walking/Grass,Route2,Lv 2
RATTATA,Wild - Walking/Grass,Route2,Lv 5
RATTATA,Wild - Walking/Grass,Route4,Lv 10
RATTATA,Wild - Walking/Grass,Route4,Lv 8
RATTATA,Wild - Walking/Grass,Route4,Lv 12
RATTATA,Wild - Walking/Grass,Route9,Lv 16
RATTATA,Wild - Walking/Grass,Route9,Lv 14
RATTATA,Wild - Walking/Grass,Route9,Lv 17
RATTATA,Wild - Walking/Grass,Route9,Lv 14
RATTATA,Wild - Walking/Grass,Route9,Lv 14
RATTATA,Wild - Walking/Grass,Route16,Lv 18
RATTATA,Wild - Walking/Grass,Route16,Lv 20
RATTATA,Wild - Walking/Grass,Route16,Lv 22
RATTATA,Wild - Walking/Grass,Route16,Lv 18
RATTATA,Wild - Walking/Grass,Route16,Lv 18
RATTATA,Wild - Walking/Grass,Route17,Lv 22
RATTATA,Wild - Walking/Grass,Route17,Lv 22
RATTATA,Wild - Walking/Grass,Route18,Lv 22
RATTATA,Wild - Walking/Grass,Route18,Lv 22
RATTATA,Wild - Walking/Grass,Route22,Lv 3
RATTATA,Wild - Walking/Grass,Route22,Lv 4
RATTATA,Wild - Walking/Grass,Route22,Lv 2
RATTATA,Wild - Walking/Grass,Route22,Lv 5
RATTATA,Wild - Walking/Grass,Route22,Lv 5
REMORAID,Wild - Fishing,Five Island Resort Gorgeous,Lv 15-25
REMORAID,Wild - Fishing,Five Island Water Labyrinth,Lv 15-25
REMORAID,Wild - Fishing,Five Island Meadow,Lv 15-25
REMORAID,Wild - Fishing,Five Island Memorial Pillar,Lv 15-25
REMORAID,Wild - Fishing,Six Island Outcast Island,Lv 15-25
REMORAID,Wild - Fishing,Six Island Green Path,Lv 15-25
REMORAID,Wild - Fishing,Six Island Water Path,Lv 15-25
REMORAID,Wild - Fishing,Seven Island Trainer Tower,Lv 15-25
REMORAID,Wild - Fishing,Seven Island Tanoby Ruins,Lv 15-25
RHYDON,Evolution,From Rhyhorn,Level 42
RHYHORN,Wild - Walking/Grass,Safari Zone Center,Lv 25
RHYHORN,Wild - Walking/Grass,Safari Zone North,Lv 26
RHYHORN,Wild - Walking/Grass,Safari Zone Center,Lv 25
RHYHORN,Wild - Walking/Grass,Safari Zone North,Lv 26
SALAMENCE,Evolution,From Shelgon,Level 50
SANDSHREW,Wild - Walking/Grass,Route4,Lv 8
SANDSHREW,Wild - Walking/Grass,Route4,Lv 12
